Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
717	2.0000	0.3980	0.3907
718	6.0000	1.1940	1.1721
719	6.0000	1.1940	1.1721
720	6.0000	1.1940	1.1721
721	6.0000	1.1940	1.1721
722	4.0000	0.7960	0.7814
723	7.0000	1.3930	1.3675
724	7.0000	1.3930	1.3675
725	4.0000	0.7960	0.7814
726	6.0000	1.1940	1.1721
727	6.0000	1.1940	1.1721
728	4.0000	0.7960	0.7814
729	3.0000	0.5970	0.5861
730	4.0000	0.7960	0.7814
731	6.0000	1.1940	1.1721
732	4.0000	0.7960	0.7814
733	4.0000	0.7960	0.7814
734	5.0000	0.9950	0.9768
735	6.0000	1.1940	1.1721
736	7.0000	1.3930	1.3675
737	6.0000	1.1940	1.1721
738	6.0000	1.1940	1.1721
739	2.0000	0.3980	0.3907
740	7.0000	1.3930	1.3675
741	6.0000	1.1940	1.1721
742	6.0000	1.1940	1.1721
743	6.0000	1.1940	1.1721
744	6.0000	1.1940	1.1721
745	5.0000	0.9950	0.9768
746	5.0000	0.9950	0.9768
747	6.0000	1.1940	1.1721
748	6.0000	1.1940	1.1721
749	6.0000	1.1940	1.1721
750	7.0000	1.3930	1.3675
751	6.0000	1.1940	1.1721
752	3.0000	0.5970	0.5861
753	7.0000	1.3930	1.3675
754	6.0000	1.1940	1.1721
755	4.0000	0.7960	0.7814
756	4.0000	0.7960	0.7814
757	4.0000	0.7960	0.7814
758	3.0000	0.5970	0.5861
759	4.0000	0.7960	0.7814
760	6.0000	1.1940	1.1721
761	7.0000	1.3930	1.3675
762	3.0000	0.5970	0.5861
763	4.0000	0.7960	0.7814
764	3.0000	0.5970	0.5861
765	6.0000	1.1940	1.1721
766	6.0000	1.1940	1.1721
767	6.0000	1.1940	1.1721
768	6.0000	1.1940	1.1721
769	6.0000	1.1940	1.1721
770	3.0000	0.5970	0.5861
771	6.0000	1.1940	1.1721
772	4.0000	0.7960	0.7814
773	4.0000	0.7960	0.7814
774	3.0000	0.5970	0.5861
775	4.0000	0.7960	0.7814
776	6.0000	1.1940	1.1721
777	6.0000	1.1940	1.1721
778	4.0000	0.7960	0.7814
779	6.0000	1.1940	1.1721
780	6.0000	1.1940	1.1721
781	4.0000	0.7960	0.7814
782	6.0000	1.1940	1.1721
783	6.0000	1.1940	1.1721
784	4.0000	0.7960	0.7814
785	6.0000	1.1940	1.1721
786	2.0000	0.3980	0.3907
787	4.0000	0.7960	0.7814
788	4.0000	0.7960	0.7814
789	6.0000	1.1940	1.1721
790	4.0000	0.7960	0.7814
791	4.0000	0.7960	0.7814
792	7.0000	1.3930	1.3675
793	7.0000	1.3930	1.3675
794	4.0000	0.7960	0.7814
795	6.0000	1.1940	1.1721
796	6.0000	1.1940	1.1721
797	4.0000	0.7960	0.7814
798	6.0000	1.1940	1.1721
799	6.0000	1.1940	1.1721
800	3.0000	0.5970	0.5861
801	6.0000	1.1940	1.1721
802	6.0000	1.1940	1.1721
803	2.0000	0.3980	0.3907
804	4.0000	0.7960	0.7814
805	6.0000	1.1940	1.1721
806	4.0000	0.7960	0.7814
807	4.0000	0.7960	0.7814
808	5.0000	0.9950	0.9768
809	6.0000	1.1940	1.1721
810	7.0000	1.3930	1.3675
