Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
712	6.0000	1.0499	1.0411
713	6.0000	1.0499	1.0411
714	5.0000	0.8749	0.8676
715	6.0000	1.0499	1.0411
716	6.0000	1.0499	1.0411
717	6.0000	1.0499	1.0411
718	5.0000	0.8749	0.8676
719	6.0000	1.0499	1.0411
720	6.0000	1.0499	1.0411
721	6.0000	1.0499	1.0411
722	6.0000	1.0499	1.0411
723	6.0000	1.0499	1.0411
724	6.0000	1.0499	1.0411
725	6.0000	1.0499	1.0411
726	6.0000	1.0499	1.0411
727	6.0000	1.0499	1.0411
728	6.0000	1.0499	1.0411
729	6.0000	1.0499	1.0411
730	6.0000	1.0499	1.0411
731	6.0000	1.0499	1.0411
732	6.0000	1.0499	1.0411
733	6.0000	1.0499	1.0411
734	6.0000	1.0499	1.0411
735	5.0000	0.8749	0.8676
736	6.0000	1.0499	1.0411
737	5.0000	0.8749	0.8676
738	6.0000	1.0499	1.0411
739	6.0000	1.0499	1.0411
740	6.0000	1.0499	1.0411
741	6.0000	1.0499	1.0411
742	6.0000	1.0499	1.0411
743	5.0000	0.8749	0.8676
744	6.0000	1.0499	1.0411
745	6.0000	1.0499	1.0411
746	6.0000	1.0499	1.0411
747	6.0000	1.0499	1.0411
748	6.0000	1.0499	1.0411
749	6.0000	1.0499	1.0411
750	6.0000	1.0499	1.0411
751	5.0000	0.8749	0.8676
752	6.0000	1.0499	1.0411
753	6.0000	1.0499	1.0411
754	5.0000	0.8749	0.8676
755	5.0000	0.8749	0.8676
756	6.0000	1.0499	1.0411
757	6.0000	1.0499	1.0411
758	6.0000	1.0499	1.0411
759	4.0000	0.6999	0.6941
760	6.0000	1.0499	1.0411
761	6.0000	1.0499	1.0411
762	6.0000	1.0499	1.0411
763	6.0000	1.0499	1.0411
764	6.0000	1.0499	1.0411
765	6.0000	1.0499	1.0411
766	6.0000	1.0499	1.0411
767	6.0000	1.0499	1.0411
768	6.0000	1.0499	1.0411
769	6.0000	1.0499	1.0411
770	5.0000	0.8749	0.8676
771	6.0000	1.0499	1.0411
772	6.0000	1.0499	1.0411
773	6.0000	1.0499	1.0411
774	5.0000	0.8749	0.8676
775	6.0000	1.0499	1.0411
776	6.0000	1.0499	1.0411
777	6.0000	1.0499	1.0411
778	6.0000	1.0499	1.0411
779	6.0000	1.0499	1.0411
780	6.0000	1.0499	1.0411
781	6.0000	1.0499	1.0411
782	5.0000	0.8749	0.8676
783	6.0000	1.0499	1.0411
784	6.0000	1.0499	1.0411
785	6.0000	1.0499	1.0411
786	6.0000	1.0499	1.0411
787	6.0000	1.0499	1.0411
788	6.0000	1.0499	1.0411
789	6.0000	1.0499	1.0411
790	5.0000	0.8749	0.8676
791	6.0000	1.0499	1.0411
792	6.0000	1.0499	1.0411
793	5.0000	0.8749	0.8676
794	5.0000	0.8749	0.8676
795	4.0000	0.6999	0.6941
796	6.0000	1.0499	1.0411
797	6.0000	1.0499	1.0411
798	6.0000	1.0499	1.0411
799	3.0000	0.5249	0.5206
800	5.0000	0.8749	0.8676
801	6.0000	1.0499	1.0411
802	6.0000	1.0499	1.0411
803	6.0000	1.0499	1.0411
804	6.0000	1.0499	1.0411
805	5.0000	0.8749	0.8676
806	6.0000	1.0499	1.0411
807	6.0000	1.0499	1.0411
808	6.0000	1.0499	1.0411
809	4.0000	0.6999	0.6941
