OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Vertebrate_mean	Invertebrate_mean
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	27.1911787871	1.84297636568e-07	9.48364921507e-07	4.55215162323e-05	2.98268566703e-05	5.66343841026e-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	25.9979559645	3.41779029035e-07	1.72284530962e-06	8.44194201716e-05	1.30046612766e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	24.9357197799	5.92739513571e-07	2.92813319704e-06	0.000146406659852	0.000354589413042	0.0271888567134
k__Bacteria;p__Firmicutes;c__Clostridia;Other	23.3202616125	1.37147615516e-06	6.64224726126e-06	0.000338754610324	2.55865053443e-05	0.0
k__Bacteria;p__GN02;c__GKS2-174;o__	22.3076117675	2.32284044061e-06	1.10334920929e-05	0.00057374158883	0.0	0.000421745778093
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	21.0715208783	4.42455392466e-06	2.03176517597e-05	0.00109286481939	0.00230508714583	0.00118989073919
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	21.0640167084	4.44191576934e-06	2.03176517597e-05	0.00109715319503	0.000695961496633	0.0172536513818
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	19.9842426078	7.80829786684e-06	3.50663558747e-05	0.00192864957311	0.000111686703683	0.000568417277184
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	19.1416375882	1.21368073867e-05	5.35319897236e-05	0.00299779142452	5.91796329551e-06	4.41851951759e-07
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales	19.0871615117	1.24882151666e-05	5.41155990552e-05	0.00308458914615	1.33054592832e-07	0.000363376744665
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales	18.0176059661	2.18871362211e-05	9.32090111486e-05	0.00540612264662	4.14339086543e-05	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	17.7599541475	2.5060284308e-05	0.000104913393629	0.00618989022408	0.000103049015253	2.93027723615e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	16.7135929664	4.34684309185e-05	0.000178945040614	0.0107367024369	4.09193967514e-06	0.000456825189868
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	16.04019832	6.20118045387e-05	0.000251096979034	0.015316915721	0.00690085908029	0.000523013544192
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	15.658829324	7.58575991967e-05	0.000302206887122	0.0187368270016	1.52238664125e-06	0.000221891745817
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales	15.0565589252	0.000104337053741	0.000409067496413	0.025771252274	0.0	0.000121324580166
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	14.5191661295	0.000138740802011	0.000535452782759	0.0342689780966	3.68322348282e-05	0.000313898135415
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	14.2104412855	0.000163460984828	0.000621151742346	0.0403748632525	5.66937772273e-05	0.000570927312817
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	12.7908198348	0.000348324435799	0.00126952402143	0.0860361356424	0.00137568874164	0.000929140011477
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	12.7844923984	0.000349504588895	0.00126952402143	0.086327633457	5.4218462482e-05	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;Other	12.7844923984	0.000349504588895	0.00126952402143	0.086327633457	7.30729672332e-06	0.0
k__Bacteria;p__GN02;c__BD1-5;o__	11.9152127963	0.000556773774174	0.00199308872784	0.137523122221	1.33054592832e-07	0.000206726922698
k__Bacteria;p__OD1;c__;o__	11.6745986121	0.000633592085198	0.0022356749292	0.156497245044	0.0	0.000151101440247
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14	11.2040890486	0.000816172829975	0.00283936181696	0.201594689004	0.0	0.000130165684954
k__Bacteria;p__OP11;c__OP11-4;o__	10.73667449	0.00105032916218	0.00360321254248	0.259431303058	0.0	0.000356111365624
k__Bacteria;p__WPS-2;c__;o__	10.6682725989	0.00108988851402	0.00368770497209	0.269202462962	8.21067448596e-06	1.45204287847e-05
k__Bacteria;p__Actinobacteria;c__OPB41;o__	10.1937284613	0.00140919096683	0.00452039180269	0.348070168807	1.30035763198e-06	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__	10.1937284613	0.00140919096683	0.00452039180269	0.348070168807	4.35030766486e-06	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	10.1937284613	0.00140919096683	0.00452039180269	0.348070168807	2.7164526071e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales	10.1937284613	0.00140919096683	0.00452039180269	0.348070168807	1.47208810288e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	9.99430420776	0.00157025148193	0.0049724630261	0.387852116036	6.409279406e-08	0.000151324477258
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46	9.6356756236	0.00190833996306	0.00596658190981	0.471359970875	3.24692215806e-06	0.000218475228818
k__Bacteria;p__OP11;c__OP11-3;o__	9.35279840579	0.00222645255216	0.00687417225478	0.549933780382	0.0	0.000174141346493
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	9.00748267759	0.00268876497594	0.00819907344514	0.664124949056	1.53058994512e-05	7.44053431965e-07
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	8.44532048421	0.00365983936062	0.0110241502692	0.903980322073	0.0	7.36664768834e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	7.996053975	0.0046879403583	0.0139508586566	1.0	0.0	0.000158195468086
k__Bacteria;p__Bacteroidetes;Other;Other	7.62000901552	0.00577241994484	0.0162021332543	1.0	9.61823151047e-07	0.0
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__	7.62000901552	0.00577241994484	0.0162021332543	1.0	7.01460659107e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08	7.62000901552	0.00577241994484	0.0162021332543	1.0	1.79060355298e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	7.62000901552	0.00577241994484	0.0162021332543	1.0	6.50626461462e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16	7.62000901552	0.00577241994484	0.0162021332543	1.0	1.96609664748e-05	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	7.10636814154	0.00768105762992	0.0213170925235	1.0	0.0	7.49576222827e-05
k__Bacteria;Other;Other;Other	6.77743022837	0.00923177064703	0.0252380817924	1.0	3.94638977064e-05	8.67012836537e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	6.76462603933	0.00929824066035	0.0252380817924	1.0	7.21469370335e-06	2.80778431105e-06
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10	6.66591010569	0.00982744556166	0.0263845549318	1.0	0.0	0.000169049667922
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	6.23483616786	0.0125261180971	0.0330351592554	1.0	2.2606941096e-06	0.000192824827861
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	6.22834972332	0.0125720848988	0.0330351592554	1.0	0.0	0.000207488650459
k__Bacteria;p__TM7;c__TM7-1;o__	5.88664872539	0.0152561065808	0.0396658771102	1.0	6.409279406e-08	0.000264909174832
k__Bacteria;p__OP3;c__koll11;o__GIF10	5.79366794866	0.0160839965092	0.0413827826852	1.0	0.0	3.08593338588e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	5.63098237709	0.0176457397946	0.044932966281	1.0	0.000234696569043	0.000263940693772
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	5.40616150965	0.0200657917077	0.0505739852225	1.0	0.000251706131198	0.000240460984895
k__Bacteria;p__OP3;c__BD4-9;o__	5.36184585886	0.0205819775418	0.0508374845282	1.0	0.0	5.37489583887e-05
k__Bacteria;p__OP3;c__koll11;o__	5.36184585886	0.0205819775418	0.0508374845282	1.0	0.0	6.65992976506e-05
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	5.0632219313	0.0244387635783	0.058605578678	1.0	1.06320277411e-06	0.0
k__Bacteria;p__Actinobacteria;Other;Other	5.0632219313	0.0244387635783	0.058605578678	1.0	7.96400283576e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__	5.0632219313	0.0244387635783	0.058605578678	1.0	4.69991842764e-07	0.0
k__Bacteria;p__TM7;c__TM7-3;o__	4.71087485941	0.029972394938	0.0711844379776	1.0	2.57224213566e-06	0.000180796732773
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	4.52008698772	0.033499128133	0.0786723146886	1.0	1.91538579557e-06	2.7619645728e-05
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	4.50670565326	0.033762207923	0.0786723146886	1.0	0.0	4.85929828115e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	4.29244889942	0.0382819879348	0.0883705702793	1.0	3.70461943457e-06	9.11190773548e-05
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__	4.16754574482	0.0412054465937	0.0934778870449	1.0	2.66109185663e-07	3.55036757778e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	4.16565848863	0.0412513752546	0.0934778870449	1.0	0.000733696531958	4.60677780017e-05
k__Bacteria;p__GN02;c__3BR-5F;o__	3.24497690904	0.0716427000349	0.159421143321	1.0	0.0	9.78087136934e-05
k__Bacteria;p__SR1;c__;o__	3.24497690904	0.0716427000349	0.159421143321	1.0	0.0	2.88717639599e-05
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	3.22294801415	0.0726127485299	0.160137043633	1.0	5.06190572483e-05	4.07588815019e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	3.17152267679	0.0749325565058	0.163790632362	1.0	9.47458952921e-06	0.000238015471844
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	3.12843014783	0.0769377947763	0.166698555349	1.0	2.18551846076e-06	9.8706967262e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	2.93387588078	0.086739023758	0.18596075872	1.0	4.26206469757e-07	3.73357481626e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12	2.82992235395	0.0925228327175	0.18596075872	1.0	0.0	2.71015885528e-05
k__Bacteria;p__OD1;c__ABY1;o__	2.82992235395	0.0925228327175	0.18596075872	1.0	0.0	2.76465567858e-05
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	2.82992235395	0.0925228327175	0.18596075872	1.0	0.0	3.448491575e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	2.82992235395	0.0925228327175	0.18596075872	1.0	4.86051945594e-06	1.17732555889e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	2.79244035237	0.0947098963757	0.18596075872	1.0	3.09960733402e-06	1.57301353196e-05
k__Bacteria;p__AD3;c__JG37-AG-4;o__	2.52325581395	0.112178757284	0.18596075872	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__	2.52325581395	0.112178757284	0.18596075872	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__	2.52325581395	0.112178757284	0.18596075872	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__TM1;o__	2.52325581395	0.112178757284	0.18596075872	1.0	3.97005940003e-07	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	2.52325581395	0.112178757284	0.18596075872	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	2.52325581395	0.112178757284	0.18596075872	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	2.52325581395	0.112178757284	0.18596075872	1.0	1.85798779921e-06	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	2.52325581395	0.112178757284	0.18596075872	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31	2.52325581395	0.112178757284	0.18596075872	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales	2.52325581395	0.112178757284	0.18596075872	1.0	6.409279406e-08	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9	2.52325581395	0.112178757284	0.18596075872	1.0	2.84137646505e-07	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	2.52325581395	0.112178757284	0.18596075872	1.0	4.30838748258e-07	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11	2.52325581395	0.112178757284	0.18596075872	1.0	2.21505038132e-07	0.0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1	2.52325581395	0.112178757284	0.18596075872	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Firmicutes;Other;Other	2.52325581395	0.112178757284	0.18596075872	1.0	2.84137646505e-07	0.0
k__Bacteria;p__GAL15;c__;o__	2.52325581395	0.112178757284	0.18596075872	1.0	2.84137646505e-07	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290	2.52325581395	0.112178757284	0.18596075872	1.0	2.21505038132e-07	0.0
k__Bacteria;p__OP11;c__WCHB1-64;o__	2.52325581395	0.112178757284	0.18596075872	1.0	1.33054592832e-07	0.0
k__Bacteria;p__OP9;c__JS1;o__BA021	2.52325581395	0.112178757284	0.18596075872	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	2.52325581395	0.112178757284	0.18596075872	1.0	2.66109185663e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	2.52325581395	0.112178757284	0.18596075872	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	2.52325581395	0.112178757284	0.18596075872	1.0	3.71597559843e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	2.52325581395	0.112178757284	0.18596075872	1.0	3.97929809957e-07	0.0
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29	2.52325581395	0.112178757284	0.18596075872	1.0	1.13389895237e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;Other	2.52325581395	0.112178757284	0.18596075872	1.0	1.2818558812e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other	2.52325581395	0.112178757284	0.18596075872	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales	2.52325581395	0.112178757284	0.18596075872	1.0	2.05891121481e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	2.52325581395	0.112178757284	0.18596075872	1.0	1.85798779921e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	2.52325581395	0.112178757284	0.18596075872	1.0	3.97929809957e-07	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__C20	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	5.6058286432e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	2.25642189331e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	6.79015281951e-06
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	1.49333110752e-05
k__Bacteria;p__TM7;c__;o__	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	5.5214681926e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	2.41759841354	0.119978742007	0.190351343555	1.0	0.0	4.28339517585e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45	2.41442767295	0.120221901193	0.190351343555	1.0	4.95463413124e-06	1.35435803836e-05
k__Bacteria;p__TM7;c__TM7-3;Other	2.1525126163	0.142336784971	0.223931120305	1.0	1.97147386892e-07	5.9347004905e-07
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	9.85898260617e-06
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	5.71001506205e-05
k__Bacteria;p__FCPU426;c__;o__	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	3.26735674284e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	6.98888264246e-05
k__Bacteria;p__Proteobacteria;c__;o__	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	4.14517887797e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	8.18825060086e-06
k__Bacteria;p__TM7;c__SC3;o__	2.00798712604	0.156472804665	0.235663309466	1.0	0.0	4.11688756223e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101	1.76913982443	0.183488568368	0.273104391315	1.0	5.60721248276e-07	8.0249507698e-06
k__Bacteria;p__Firmicutes;c__Bacilli;Other	1.7686935762	0.183543841937	0.273104391315	1.0	6.409279406e-08	7.09801836855e-06
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	1.60107064706	0.205751550418	0.302503767579	1.0	0.0	3.3368506847e-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__	1.60107064706	0.205751550418	0.302503767579	1.0	0.0	4.169003757e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	1.46303410945	0.226447978572	0.33096243022	1.0	4.1369557018e-06	2.35340020232e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	1.44736392305	0.228951404765	0.332652923394	1.0	1.25919172048e-05	0.000205916627197
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	1.40586358012	0.23574427798	0.340519512637	1.0	4.03532302688e-06	3.25011389171e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	1.27765466911	0.258335565716	0.370981887976	1.0	0.000135733255	0.000442544835919
k__Bacteria;p__Chlorobi;c__OPB56;o__	1.22324438744	0.268724878178	0.371797334341	1.0	1.97147386892e-07	3.96327303545e-05
