OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Vertebrate_mean	Invertebrate_mean
k__Bacteria;p__TM7;c__TM7-1	5.88664872539	0.0152561065808	0.0387270397821	1.0	6.409279406e-08	0.000264909174832
k__Bacteria;p__OP3;c__BD4-9	5.36184585886	0.0205819775418	0.051260774255	1.0	0.0	5.37489583887e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia	5.0772068448	0.0242423936597	0.0556192550402	1.0	4.53199373599e-05	2.53777886971e-05
k__Bacteria;p__Acidobacteria;c__Sva0725	5.0632219313	0.0244387635783	0.0556192550402	1.0	1.06320277411e-06	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8	5.0632219313	0.0244387635783	0.0556192550402	1.0	7.61398089657e-07	0.0
k__Bacteria;p__Actinobacteria;Other	5.0632219313	0.0244387635783	0.0556192550402	1.0	7.96400283576e-07	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	5.0632219313	0.0244387635783	0.0556192550402	1.0	7.14976394763e-07	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	4.68535899645	0.0304207064457	0.0680598856073	1.0	1.43398976159e-05	4.34364805536e-05
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	4.52008698772	0.033499128133	0.0730592040302	1.0	1.91538579557e-06	2.7619645728e-05
k__Bacteria;p__Acidobacteria;c__Holophagae	4.50670565326	0.033762207923	0.0730592040302	1.0	0.0	4.85929828115e-05
k__Bacteria;p__Bacteroidetes;c__At12OctB3	4.16754574482	0.0412054465937	0.0877277250059	1.0	2.66109185663e-07	3.55036757778e-05
k__Bacteria;p__GN02;c__3BR-5F	3.24497690904	0.0716427000349	0.147459735476	1.0	0.0	9.78087136934e-05
k__Bacteria;p__SR1;c__	3.24497690904	0.0716427000349	0.147459735476	1.0	0.0	2.88717639599e-05
k__Bacteria;p__Synergistetes;c__Synergistia	3.22294801415	0.0726127485299	0.147459735476	1.0	5.06190572483e-05	4.07588815019e-05
k__Bacteria;p__Acidobacteria;c__Solibacteres	3.17152267679	0.0749325565058	0.149865113012	1.0	9.47458952921e-06	0.000238015471844
k__Bacteria;p__OD1;c__ABY1	2.82992235395	0.0925228327175	0.179603145863	1.0	0.0	2.76465567858e-05
k__Bacteria;p__Planctomycetes;c__OM190	2.82992235395	0.0925228327175	0.179603145863	1.0	0.0	3.448491575e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	2.55851544594	0.109701554022	0.180580438555	1.0	1.06168574022e-05	0.000130976636598
k__Bacteria;p__AD3;c__JG37-AG-4	2.52325581395	0.112178757284	0.180580438555	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Acidobacteria;c__RB25	2.52325581395	0.112178757284	0.180580438555	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__S035	2.52325581395	0.112178757284	0.180580438555	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__TM1	2.52325581395	0.112178757284	0.180580438555	1.0	3.97005940003e-07	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	2.52325581395	0.112178757284	0.180580438555	1.0	1.85798779921e-06	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia	2.52325581395	0.112178757284	0.180580438555	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Fibrobacteres;c__TG3	2.52325581395	0.112178757284	0.180580438555	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Firmicutes;Other	2.52325581395	0.112178757284	0.180580438555	1.0	2.84137646505e-07	0.0
k__Bacteria;p__GAL15;c__	2.52325581395	0.112178757284	0.180580438555	1.0	2.84137646505e-07	0.0
k__Bacteria;p__OP11;c__WCHB1-64	2.52325581395	0.112178757284	0.180580438555	1.0	1.33054592832e-07	0.0
k__Bacteria;p__OP9;c__JS1	2.52325581395	0.112178757284	0.180580438555	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__TA18	2.52325581395	0.112178757284	0.180580438555	1.0	1.13389895237e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae]	2.52325581395	0.112178757284	0.180580438555	1.0	3.97929809957e-07	0.0
k__Bacteria;p__Chlorobi;c__BSV26	2.41759841354	0.119978742007	0.182405643189	1.0	0.0	5.6058286432e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	2.41759841354	0.119978742007	0.182405643189	1.0	0.0	6.79015281951e-06
k__Bacteria;p__Spirochaetes;c__[Leptospirae]	2.41759841354	0.119978742007	0.182405643189	1.0	0.0	1.49333110752e-05
k__Bacteria;p__TM7;c__	2.41759841354	0.119978742007	0.182405643189	1.0	0.0	5.5214681926e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia	2.41442767295	0.120221901193	0.182405643189	1.0	4.95463413124e-06	1.35435803836e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	2.00798712604	0.156472804665	0.226971540833	1.0	0.0	9.85898260617e-06
k__Bacteria;p__FCPU426;c__	2.00798712604	0.156472804665	0.226971540833	1.0	0.0	3.26735674284e-05
k__Bacteria;p__Proteobacteria;c__	2.00798712604	0.156472804665	0.226971540833	1.0	0.0	4.14517887797e-05
k__Bacteria;p__TM7;c__SC3	2.00798712604	0.156472804665	0.226971540833	1.0	0.0	4.11688756223e-05
k__Bacteria;p__Actinobacteria;c__MB-A2-108	1.60107064706	0.205751550418	0.292034458658	1.0	0.0	3.3368506847e-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia	1.60107064706	0.205751550418	0.292034458658	1.0	0.0	4.169003757e-05
k__Bacteria;p__Chlorobi;c__OPB56	1.22324438744	0.268724878178	0.36527457409	1.0	1.97147386892e-07	3.96327303545e-05
k__Bacteria;p__Chloroflexi;c__TK10	1.19683124889	0.273955930567	0.36527457409	1.0	0.0	3.96979925018e-05
k__Bacteria;p__NC10;c__12-24	1.19683124889	0.273955930567	0.36527457409	1.0	0.0	5.44106493859e-05
k__Bacteria;p__OP11;c__OP11-1	1.19683124889	0.273955930567	0.36527457409	1.0	0.0	6.48722906531e-06
k__Bacteria;p__Planctomycetes;c__C6	1.19683124889	0.273955930567	0.36527457409	1.0	0.0	3.97260351985e-06
k__Bacteria;p__Thermotogae;c__Thermotogae	1.19683124889	0.273955930567	0.36527457409	1.0	0.0	2.62831422877e-06
k__Bacteria;p__Proteobacteria;Other	0.91461918386	0.338891776636	0.44733714516	1.0	7.52383859236e-07	1.41491439722e-06
k__Bacteria;p__Chloroflexi;c__C0119	0.795251319918	0.372516950077	0.464801084937	1.0	0.0	1.87931059086e-06
k__Bacteria;p__Chloroflexi;c__S085	0.795251319918	0.372516950077	0.464801084937	1.0	0.0	8.12593296557e-05
k__Bacteria;p__OP3;c__	0.795251319918	0.372516950077	0.464801084937	1.0	0.0	2.43694345168e-06
k__Bacteria;p__TM6;c__SJA-4	0.795251319918	0.372516950077	0.464801084937	1.0	0.0	9.07442910651e-06
k__Bacteria;p__TM7;Other	0.795251319918	0.372516950077	0.464801084937	1.0	0.0	1.66219924204e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.792818086357	0.373249356086	0.464801084937	1.0	5.47983121416e-05	0.000148230359666
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	0.726408999281	0.394049653806	0.486117329929	1.0	1.42068823252e-07	8.64917656535e-05
k__Bacteria;p__Chloroflexi;c__Chloroflexi	0.645420825355	0.421754627444	0.515477877987	1.0	1.97147386892e-07	1.89501413619e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.608549491012	0.435334475671	0.527194043932	1.0	2.42629122341e-06	9.72866994848e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.429980058573	0.511998733358	0.61439848003	1.0	6.15799811915e-07	8.41496918356e-05
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.396313364049	0.528999357392	0.617946151998	1.0	0.0	7.23323643208e-07
k__Bacteria;p__Cyanobacteria;c__	0.396313364049	0.528999357392	0.617946151998	1.0	0.0	6.03443247168e-06
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae	0.396313364049	0.528999357392	0.617946151998	1.0	0.0	2.27457795206e-06
k__Bacteria;p__FBP;c__	0.31384979958	0.575327346952	0.666168506997	1.0	5.6389334109e-07	9.63175024396e-06
k__Bacteria;p__Planctomycetes;c__vadinHA49	0.186365965765	0.665958561739	0.764404609996	1.0	1.42068823252e-07	1.06077807681e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.131292505582	0.717095671141	0.816005418885	1.0	8.54395346373e-06	9.56578222289e-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.075508727614	0.783478722774	0.883924712873	1.0	2.6744057683e-06	8.33414910791e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	0.026193827511	0.871427858145	0.974817604027	1.0	1.42068823252e-07	3.96718536115e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0217287393646	0.882811006322	0.979252544827	1.0	1.317695468e-05	0.000141938771777
k__Bacteria;p__Planctomycetes;c__Phycisphaerae	0.01443067696	0.904381948131	0.994820142944	1.0	6.88906836396e-07	2.89283945931e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.000124940003752	0.9910817062	1.0	1.0	3.35803979055e-06	2.19521460253e-05
k__Bacteria;p__Cyanobacteria;Other	3.1234999679e-05	0.995540783549	1.0	1.0	2.74342625128e-06	3.17752292136e-05
k__Bacteria;p__;c__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__GN02;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__GN02;c__BB34	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Kazan-3B-28;c__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OP3;c__PBS-25	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Pla4	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM6;c__SBRH58	nan	nan	1.0	nan	0.0	0.0
